Episode,Action Sequence
11,"['right', 'right', 'up', 'left', 'right', 'right', 'up', 'right', 'left', 'right', 'up', 'down', 'up', 'right', 'left', 'left', 'down', 'up', 'right', 'right', 'down', 'down', 'down', 'down']"
12,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
13,"['left', 'right', 'left', 'down', 'down', 'down', 'up', 'up', 'right', 'down', 'down', 'right', 'left', 'down', 'down', 'right', 'right', 'right']"
14,"['right', 'left', 'right', 'right', 'right', 'left', 'right', 'right', 'left', 'down', 'down', 'right', 'down', 'down']"
15,"['down', 'up', 'right', 'down', 'down', 'right', 'left', 'left', 'down', 'down', 'right', 'right', 'right', 'right']"
16,"['right', 'right', 'right', 'down', 'right', 'down', 'down', 'down']"
17,"['right', 'right', 'down', 'down', 'right', 'right', 'down', 'down']"
18,"['down', 'right', 'left', 'up', 'right', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
19,"['down', 'right', 'up', 'down', 'up', 'up', 'left', 'down', 'left', 'left', 'right', 'left', 'up', 'right', 'right', 'left', 'right', 'left', 'right', 'down', 'left', 'right', 'left', 'left', 'down', 'left', 'down', 'up', 'right', 'down', 'up', 'up', 'up', 'right', 'down', 'down', 'up', 'down', 'right', 'right', 'down', 'down']"
20,"['down', 'right', 'up', 'right', 'down', 'right', 'down', 'right', 'down', 'down']"
21,"['down', 'right', 'right', 'up', 'down', 'up', 'right', 'right', 'down', 'down', 'down', 'down']"
22,"['up', 'right', 'right', 'down', 'right', 'right', 'down', 'down', 'down']"
23,"['right', 'right', 'down', 'down', 'down', 'down', 'right', 'right']"
24,"['right', 'right', 'right', 'left', 'left', 'down', 'down', 'left', 'right', 'down', 'left', 'down', 'right', 'right', 'right', 'right']"
25,"['left', 'down', 'right', 'up', 'down', 'down', 'down', 'down', 'right', 'right', 'right']"
26,"['right', 'down', 'up', 'left', 'down', 'up', 'down', 'down', 'right', 'up', 'left', 'up', 'left', 'right', 'down', 'left', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
27,"['right', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'right', 'down', 'down', 'down']"
28,"['down', 'up', 'right', 'left', 'right', 'left', 'down', 'down', 'right', 'up', 'up', 'left', 'right', 'left', 'down', 'down', 'up', 'up', 'down', 'down', 'down', 'up', 'up', 'down', 'down', 'up', 'down', 'down', 'right', 'right', 'right', 'right']"
29,"['down', 'right', 'down', 'right', 'down', 'down', 'right', 'right']"
30,"['right', 'down', 'up', 'down', 'down', 'down', 'up', 'down', 'right', 'down', 'right', 'right']"
31,"['right', 'left', 'down', 'right', 'right', 'right', 'down', 'right', 'down', 'down']"
32,"['right', 'down', 'up', 'right', 'right', 'left', 'right', 'down', 'down', 'right', 'down', 'down']"
33,"['right', 'down', 'right', 'down', 'left', 'right', 'up', 'up', 'down', 'left', 'down', 'right', 'left', 'down', 'down', 'right', 'right', 'right']"
34,"['right', 'down', 'right', 'left', 'right', 'right', 'right', 'down', 'down', 'down']"
35,"['up', 'right', 'right', 'right', 'left', 'down', 'down', 'right', 'right', 'down', 'down']"
36,"['right', 'down', 'right', 'up', 'down', 'right', 'down', 'right', 'down', 'down']"
37,"['down', 'up', 'right', 'up', 'right', 'up', 'down', 'right', 'left', 'right', 'down', 'right', 'down', 'down']"
38,"['down', 'down', 'left', 'down', 'down', 'right', 'right', 'right', 'right']"
39,"['right', 'down', 'right', 'right', 'down', 'right', 'down', 'down']"
40,"['down', 'up', 'down', 'down', 'right', 'left', 'down', 'right', 'right', 'down', 'right', 'right']"
41,"['down', 'right', 'down', 'down', 'down', 'right', 'right', 'right']"
42,"['down', 'right', 'down', 'down', 'down', 'right', 'right', 'right']"
43,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
44,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
45,"['down', 'right', 'down', 'down', 'down', 'right', 'right', 'right']"
46,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
47,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
48,"['right', 'right', 'left', 'down', 'down', 'down', 'down', 'right', 'right', 'right']"
49,"['down', 'right', 'down', 'down', 'down', 'right', 'right', 'right']"
50,"['right', 'right', 'right', 'down', 'down', 'right', 'down', 'down']"
51,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
52,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
53,"['right', 'right', 'right', 'down', 'down', 'right', 'down', 'down']"
54,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
55,"['right', 'down', 'down', 'down', 'down', 'right', 'right', 'right']"
56,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
57,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
58,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
59,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
60,"['down', 'down', 'down', 'right', 'down', 'right', 'right', 'right']"
