Episode,Action Sequence
12,"['right', 'up', 'right', 'left', 'left', 'down', 'right', 'right', 'right', 'up', 'right', 'down', 'down', 'down', 'down']"
13,"['down', 'down', 'up', 'up', 'left', 'right', 'down', 'down', 'right', 'down', 'right', 'down', 'right']"
14,"['right', 'down', 'down', 'left', 'down', 'right', 'right', 'right', 'down', 'right']"
15,"['down', 'down', 'right', 'down', 'right', 'right', 'down', 'right']"
16,"['right', 'up', 'down', 'up', 'down', 'right', 'right', 'right', 'down', 'down', 'down']"
17,"['right', 'down', 'right', 'down', 'down', 'right', 'down', 'right']"
18,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
19,"['down', 'right', 'right', 'down', 'down', 'right', 'down', 'right']"
20,"['up', 'up', 'down', 'left', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
21,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
22,"['right', 'down', 'down', 'right', 'down', 'right', 'down', 'right']"
23,"['down', 'up', 'right', 'left', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
24,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
25,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
26,"['down', 'down', 'left', 'down', 'right', 'right', 'right', 'down', 'right']"
27,"['right', 'down', 'right', 'right', 'right', 'down', 'down', 'down']"
28,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
29,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
30,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
31,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
32,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
33,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
34,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
35,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
36,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
37,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
38,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
39,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
40,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
41,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
42,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
43,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
44,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
45,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
46,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
47,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
48,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
49,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
50,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
51,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
52,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
53,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
54,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
55,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
56,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
57,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
58,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
59,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
60,"['down', 'down', 'down', 'right', 'right', 'right', 'down', 'right']"
