Episode,Action Sequence
25,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
26,"['right', 'down', 'down', 'right', 'down', 'right', 'right', 'down']"
27,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
28,"['down', 'right', 'down', 'right', 'down', 'right', 'right', 'right', 'down']"
29,"['right', 'down', 'down', 'right', 'down', 'right', 'down', 'down', 'right']"
30,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'down']"
31,"['down', 'right', 'down', 'right', 'down', 'right', 'down', 'right']"
32,"['right', 'down', 'down', 'right', 'right', 'down', 'right', 'down']"
33,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
34,"['right', 'down', 'down', 'right', 'down', 'right', 'right', 'right', 'down']"
35,"['right', 'down', 'down', 'right', 'down', 'right', 'down', 'right']"
36,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'down']"
37,"['down', 'right', 'down', 'right', 'down', 'right', 'down', 'right']"
38,"['right', 'down', 'down', 'right', 'down', 'right', 'right', 'down']"
39,"['down', 'right', 'down', 'right', 'down', 'right', 'down', 'right']"
40,"['right', 'down', 'down', 'right', 'right', 'down', 'down', 'right']"
41,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'right', 'right', 'right', 'down']"
42,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
43,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'down']"
44,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
45,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'down']"
46,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
47,"['down', 'down', 'right', 'right', 'right', 'down', 'right', 'down']"
48,"['down', 'right', 'down', 'right', 'down', 'right', 'down', 'right']"
49,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
50,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
51,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
52,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
53,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
54,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
55,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
56,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
57,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
58,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
59,"['down', 'down', 'right', 'right', 'down', 'right', 'right', 'down']"
60,"['down', 'down', 'right', 'right', 'down', 'right', 'down', 'right']"
